Account,Acc Name,Del Name,Delivery Add1,Delivery Add2,Delivery Add3,Postal Code
TA10036617,MARKHAM PRITCHARD STREET - 21550,MARKHAM PRITCHARD STREET - 21550,PRITCHARD STR,SHOP 1 ROYAL AND SHOP 1 DUNVEGAN BLDG,JOHANNESBURG,'7500
TA10036620,MARKHAM DAVEYTON MALL - 2183,MARKHAM DAVEYTON MALL - 2183,EISELEN STREET,DAVEYTON MALL,BENONI,'7500
TA10036623,MARKHAM TONGA MALL - 29139,MARKHAM TONGA MALL - 29139,PORTION OF FARM TONGA NO475 JU,TONGA MALL SHOP 18,TONGA,'7500
TA10036625,EXACT UMLAZI - 30138,EXACT UMLAZI - 30138,50 MANGOSUTHU HIGHWAY SHOP M26 AND 27,UMLAZI,,'7500
TA10036626,EXACT CARNIVAL CITY BRAKPAN - 30139,EXACT CARNIVAL CITY BRAKPAN - 30139,CNR AIRPORT AND HEIDELBERG RD,MALL AT CARNIVAL,BRAKPAN,'7500
TA10036627,EXACT BRIDGE CITY DURBAN - 30140,EXACT BRIDGE CITY DURBAN - 30140,NOGWAJA ROAD AND BRIDGE CITY BOULEVARD,BRIDGE CITY MALL,DURBAN,'7500
TA10036628,EXACT CHRIS HANI JOHANNESBURG - 30141,EXACT CHRIS HANI JOHANNESBURG - 30141,CNR BIERMAN AND BRICKFIELD RD,CHRIS HANI CENTRE,VOSLOORUS,'7500
TA10036630,EXACT ALEXANDRA JOHANNESBURG - 30146,EXACT ALEXANDRA JOHANNESBURG - 30146,CNR 3RD STREET AND WATT AVENUE,PAN AFRICA JUNCTION,JOHANNESBURG,'7500
TA10036631,EXACT GUGULETHU CAPE TOWN - 30147,EXACT GUGULETHU CAPE TOWN - 30147,CNR NY1 AND NY3 ROADS SHOP 70,GUGULETHU SQUARE SHOPPING CN,GUGULETHU,'7500
TA10036632,EXACT AMANZIMTOTI GALLERIA AMANZIMTOTI - 30148,EXACT AMANZIMTOTI GALLERIA AMANZIMTOTI - 30148,CNR MOSS KOLNIK AND UMBOGINTWINI,THE GALLERIA,AMANZIMTOTI,'7500
TA10036633,EXACT ILANGA MALL NELSPRUIT - 30149,EXACT ILANGA MALL NELSPRUIT - 30149,SILVER OAK STREET,ILANGA LIFESTYLE CENTRE,NELSPRUIT,'7500
TA10036634,EXACT TSAKANE SPRINGS - 30151,EXACT TSAKANE SPRINGS - 30151,CNR MALANDELA AND MODJADJI STR,TSAKANE MALL,EKURHULENI,'7500
TA10036635,EXACT VOLKSRUST - 30152,EXACT VOLKSRUST - 30152,CNR JOUBERT AND VREDE STREETS SHOP NO 8,AMAJUBA SHOPPING CENTRE,VOLKSRUST,'7500
TA10036636,EXACT ULUNDI - 30153,EXACT ULUNDI - 30153,KING DINIZULU HIGHWAY SHOP 7,KING SENZAGAKHONA CENTRE,ULUNDI,'7500
TA10036637,EXACT THE REDS PRETORIA - 30155,EXACT THE REDS PRETORIA - 30155,ROOIHUISKRAAL AND HENDRIK VERWOERD DRIVE,THE REDS SHOPPING CENTRE,PRETORIA,'7500
TA10036638,EXACT GEZINA PRETORIA - 30157,EXACT GEZINA PRETORIA - 30157,CNR MICHAEL BRINK AND FREDERIKA STREETS,GEZINA SHOPS 19 AND 20,PRETORIA,'7500
TA10036639,EXACT BLOED STREET PRETORIA - 30158,EXACT BLOED STREET PRETORIA - 30158,CNR BLOED AND ANDRIES STREET TAXI RANK,BLOED STREET MALL,PRETORIA,'7500
TA10036640,EXACT CITY MALL KLERKSDORP - 30159,EXACT CITY MALL KLERKSDORP - 30159,CHURCH STREET,CITY MALL SHOPPING CENTRE,KLERKSDORP,'7500
TA10036641,EXACT ALIWAL NORTH BLOEMFONTEIN - 30203,EXACT ALIWAL NORTH BLOEMFONTEIN - 30203,GREY STREET,ALIWAL NORTH,,'7500
TA10036643,EXACT MIDDELBURG MALL - 30212,EXACT MIDDELBURG MALL - 30212,CNR FONTEIN STREET AND TSWEL0PELE ROAD,MIDDELBURG MALL,MIDDELBURG,'7500
TA10036645,EXACT TAUNG MALL - 30235,EXACT TAUNG MALL - 30235,MAIN ROAD,TAUNG MALL,TAUNG,'7500
TA10036646,EXACT MTHATHA CIRCUS MTHATHA - 30240,EXACT MTHATHA CIRCUS MTHATHA - 30240,PORT ST JOHNS ROAD,CIRCUS TRIANGLE,MTHATHA,'7500
TA10036647,EXACT KING WILLIAMS TOWN - 30241,EXACT KING WILLIAMS TOWN - 30241,CNR MACLEAN AND FLEET STREETS,MARKET SQUARE,KING WILLIAMS TOWN,'7500
TA10036648,EXACT GEORGE - 3043,EXACT GEORGE - 3043,MEADE STREET,SHOP 8 LOERIE CENTRE,GEORGE,'7500
TA10036649,EXACT QUEENSTOWN - 30246,EXACT QUEENSTOWN - 30246,78 CATHCART ROAD,QUEENSTOWN,,'7500
TA10036650,EXACT MTHATHA CITY CENTRE - 30248,EXACT MTHATHA CITY CENTRE - 30248,SUTHERLAND STREET,SHOP 20 CITY CENTRE COMPLEX,MTHATHA,'7500
TA10036652,EXACT FORT BEAUFORT EAST LONDON - 30251,EXACT FORT BEAUFORT EAST LONDON - 30251,33 HENRIETTA STREET,FORT BEAUFORT,,'7500
TA10036654,EXACT PORT ELIZABETH - 30256,EXACT PORT ELIZABETH - 30256,61 GOVAN MBEKI AVENUE,PORT ELIZABETH,,'7500
TA10036655,EXACT BOITEKONG MALL - 30290,EXACT BOITEKONG MALL - 30290,PORTION 176 THOLO STREET,PAARDEKRAAL NO 279 JQ BOITEKONG MALL,RUSTENBURG,'7500
TA10036656,EXACT BELLVILLE MIDDESTAD - 30301,EXACT BELLVILLE MIDDESTAD - 30301,16 TO 24 CHARL MALAN STREET,MIDDESTAD MALL,CAPE TOWN,'7500
TA10036657,EXACT KIRKWOOD - 30302,EXACT KIRKWOOD - 30302,22 MAIN ROAD,KIRKWOOD,,'7500
TA10036658,EXACT PAARL - 30308,EXACT PAARL - 30308,44 LADY GREY STREET,PAARL,,'7500
TA10036659,EXACT MAYNARD MALL CAPE TOWN - 30309,EXACT MAYNARD MALL CAPE TOWN - 30309,MAIN ROAD,WYNBERG MAYNARD MALL,CAPE TOWN,'7500
TA10036660,EXACT PAROW CENTRE CAPE TOWN - 30310,EXACT PAROW CENTRE CAPE TOWN - 30310,CNR VOORTREKKER AND DE LA REY ROADS,SANLAM SHOPPING CENTRE,CAPE TOWN,'7500
TA10036661,EXACT TRADE ROUTE LENASIA - 30311,EXACT TRADE ROUTE LENASIA - 30311,CNR K43 AND NIRVANA ROADS,TRADE ROUTE MALL,LENASIA,'7500
TA10036662,EXACT PHUTHADITJHABA - 30313,EXACT PHUTHADITJHABA - 30313,AB AND B DISTRICT SHOP 16,SETSING SHOPPING CENTRE,PHUTHADITJHABA,'7500
TA10036663,EXACT MOSSEL BAY MALL - 30428,EXACT MOSSEL BAY MALL - 30428,LOUIS FOURIE ROAD,MOSSEL BAY MALL,MOSSEL BAY,'7500
TA10036664,EXACT RICHARDS BAY - 30433,EXACT RICHARDS BAY - 30433,KRUGERAND ROAD,BOARDWALK AT INKWAZI MALL,RICHARDS BAY,'7500
TA10036668,EXACT GOLDEN ACRE CAPE TOWN - 30437,EXACT GOLDEN ACRE CAPE TOWN - 30437,CNR ADDERLEY AND STRAND STR,GOLDEN ACRE SHOPPING CENTRE,CAPE TOWN,'7500
TA10036669,EXACT OUDTSHOORN - 30439,EXACT OUDTSHOORN - 30439,99 HIGH STREET,OUDTSHOORN,,'7500
TA10036670,EXACT PROMENADE CAPE TOWN - 30441,EXACT PROMENADE CAPE TOWN - 30441,AZ BERMAN DRIVE,SHOP 22 THE PROMENADE,CAPE TOWN,'7500
TA10036671,EXACT NEWCASTLE MALL - 30444,EXACT NEWCASTLE MALL - 30444,CNR OAK AND LADYSMITH RD,NEWCASTLE MALL,NEWCASTLE,'7500
TA10036672,EXACT BUTTERWORTH EAST LONDON - 30445,EXACT BUTTERWORTH EAST LONDON - 30445,CRN N2 AND ROAD NUMBER DR 8372,FINGOLAND MALL,BUTTERWORTH,'7500
TA10036673,EXACT ORANGE FARM EYETHU - 30446,EXACT ORANGE FARM EYETHU - 30446,ERF 15673,EXT 4 EYETHU ORANGE FARM,ORANGE FARM,'7500
TA10036674,EXACT DUNDEE LADYSMITH - 30447,EXACT DUNDEE LADYSMITH - 30447,42 VICTORIA STREET,DUNDEE,,'7500
TA10036676,EXACT VREDE HARRISMITH - 30450,EXACT VREDE HARRISMITH - 30450,54A CHURCH STREET,VREDE,,'7500
TA10036677,EXACT SAMMY MARKS PRETORIA - 30452,EXACT SAMMY MARKS PRETORIA - 30452,CNR CHURCH AND VAN DER WALT STREETS,SAMMY MARKS SQUARE,PRETORIA,'7500
TA10036678,EXACT NONESI MALL QUEENSTOWN - 30453,EXACT NONESI MALL QUEENSTOWN - 30453,KOMANI STREET,NONESI MALL,QUEENSTOWN,'7500
TA10036679,EXACT ATTRIDGEVILLE - 30454,EXACT ATTRIDGEVILLE - 30454,KHOZA STREET,ATLYN SHOPPING CENTRE,PRETORIA,'7500
TA10036680,EXACT LADYSMITH - 30458,EXACT LADYSMITH - 30458,MURCHISON STREET,MURCHISON MALL,LADYSMITH,'7500
TA10036681,EXACT PORT SHEPSTONE - 30459,EXACT PORT SHEPSTONE - 30459,23 WOOLEY STREET,SHOP 25 WHITE HOUSE MALL,PORT SHEPSTONE,'7500
TA10036682,EXACT PIETERMARITZBURG - 30460,EXACT PIETERMARITZBURG - 30460,204 CHURCH STREET,PIETERMARITZBURG,,'7500
TA10036683,EXACT KOKSTAD - 30462,EXACT KOKSTAD - 30462,8 MAIN ROAD,SHOP 16 AND 17 KOKSTAD REGNAL CENTRE,KOKSTAD,'7500
TA10036684,EXACT THE WORKSHOP DURBAN - 30463,EXACT THE WORKSHOP DURBAN - 30463,99 ALIWAL STREET,THE WORKSHOP SHOPPING CENTRE,DURBAN,'7500
TA10036685,EXACT PINETOWN - 30465,EXACT PINETOWN - 30465,17 KINGS ROAD,PINETOWN SANLAM CENTRE,DURBAN,'7500
TA10036686,EXACT MIDLANDS MALL PIETERMARITZBURG - 30466,EXACT MIDLANDS MALL PIETERMARITZBURG - 30466,50 SANCTURY RD,MIDLANDS MALL SHOPPING CENTRE,PIETERMARITZBURG,'7500
TA10036687,EXACT ESTCOURT - 3069,EXACT ESTCOURT - 3069,84 HARDING STREET,ESTCOURT,,'7500
TA10036688,EXACT GREYTOWN PIETERMARITZBURG - 30471,EXACT GREYTOWN PIETERMARITZBURG - 30471,NULL 115 PINE STREET,GREYTOWN,,'7500
TA10036689,EXACT STANGER DURBAN - 30472,EXACT STANGER DURBAN - 30472,CATO STREET,SHOP 27 MARKET PLAZA,KWADUKUZA,'7500
TA10036690,EXACT NEWCASTLE - 30473,EXACT NEWCASTLE - 30473,SCOTT STREET,SHOP NO 22 CITY CENTRE,NEWCASTLE,'7500
TA10036691,EXACT PROTEA GLEN SOWETO - 30474,EXACT PROTEA GLEN SOWETO - 30474,PORTION 1 OF ERF 8968,PROTEA GLEN SHOPPING CENTRE,JOHANNESBURG,'7500
TA10036692,EXACT MTUBATUBA EMPANGENI - 30477,EXACT MTUBATUBA EMPANGENI - 30477,REMAINDER PORTION 1 OF LOT 56,UMOLOZI NO 13322 MTUBA PLAZA,MTUBATUBA,'7500
TA10036693,EXACT ESHOWE - 30479,EXACT ESHOWE - 30479,36 OSBORNE ROAD,HHLALA SHOPPING CENTRE,ESHOWE,'7500
TA10036694,EXACT GREENACRES - 30480,EXACT GREENACRES - 30480,15 RING ROAD,GREENACRES SHOPPING CENTRE,PORT ELIZABETH,'7500
TA10036695,EXACT SOMERSET MALL SOMERSET WEST - 30481,EXACT SOMERSET MALL SOMERSET WEST - 30481,INTERSECTION N2 AND R44,SOMERSET MALL,CAPE TOWN,'7500
TA10036696,EXACT CANAL WALK CAPE TOWN - 30483,EXACT CANAL WALK CAPE TOWN - 30483,CENTURY BLVD,CENTURY CITY CANAL WALK SHOPPING CENTRE,MILNERTON,'7500
TA10036697,EXACT BAYSIDE CAPE TOWN - 30484,EXACT BAYSIDE CAPE TOWN - 30484,WESTCOAST RD AND BLAAUWBERG RD,TABLE VIEW,CAPE TOWN,'7500
TA10036699,EXACT SPRINGBOK - 30487,EXACT SPRINGBOK - 30487,10 VOORTREKKER STREET,SPRINGBOK,,'7500
TA10036700,EXACT CAPE GATE CAPE TOWN - 30490,EXACT CAPE GATE CAPE TOWN - 30490,CNR OKAVANGO AND DE BRON ROADS,CAPE GATE MALL,CAPE TOWN,'7500
TA10036702,EXACT HAMMARSDALE JUNCTION HAMMARSDALE - 30494,EXACT HAMMARSDALE JUNCTION HAMMARSDALE - 30494,CRN KUNENE AND MR385 ROADS,HAMMARSDALE JUNCTION,DURBAN,'7500
TA10036703,EXACT JANE FURSE CROSSING JANE FURSE - 30495,EXACT JANE FURSE CROSSING JANE FURSE - 30495,PORTION 8 OF DUIZENDANNEX 816,JANE FURSE SHOPPING CENTRE,JANE FURSE,'7500
TA10036704,EXACT ELIM MALL ELIM - 30496,EXACT ELIM MALL ELIM - 30496,CNR GIYANI AND LEVUBU RD,ELIM MALL,ELIM,'7500
TA10036705,EXACT KATHU MALL KATHU - 30501,EXACT KATHU MALL KATHU - 30501,CNR HENDRIK VAN ECK AND DEBEN RD,THE VILLAGE MALL CENTRE,KATHU,'7500
TA10036706,EXACT QUAGGA CENTRE PRETORIA - 30502,EXACT QUAGGA CENTRE PRETORIA - 30502,CNR NELSON MANDELA AND QUAGGE STR,QUAGGA PLAZA,PRETORIA,'7500
TA10036707,- EXACT MDANTSANE EAST LONDON - 30504,- EXACT MDANTSANE EAST LONDON - 30504,CNR QUMZA HIGHWAY AND BILLIE RD MDANTSANE,MDANTSANE CITY SHOPPING CENTRE,EAST LONDON,'7500
TA10036708,EXACT STERKSPRUIT - 30506,EXACT STERKSPRUIT - 30506,STERKSPRUIT SHOP 12,PARKIES PLAZA,STERKSPRUIT,'7500
TA10036709,EXACT GOLDFIELDS MALL WELKOM - 30508,EXACT GOLDFIELDS MALL WELKOM - 30508,CNR BUITEN STREET AND STATEWAY BOULEVARD,GOLDFIELDS MALL,WELKOM,'7500
TA10036713,EXACT SECUNDA MALL - 30514,EXACT SECUNDA MALL - 30514,CNR OR TAMBO AND PDP KRUGERSTREET,SECUNDA MALL,SECUNDA,'7500
TA10036715,EXACT SCHWEIZER RENEKE - 30517,EXACT SCHWEIZER RENEKE - 30517,7 OLIVIER STREET,SCHWEIZER RENEKE,,'7500
TA10036717,EXACT TUBATSE BURGERSFORT - 30519,EXACT TUBATSE BURGERSFORT - 30519,MAIN INT R37 AND R555,TUBATSE CROSSING,BURGERSFORT,'7500
TA10036718,EXACT KWAMYANDOU UMLAZI - 30523,EXACT KWAMYANDOU UMLAZI - 30523,361 GRIFFITHS MXENGE AVE,KWAMYANDOU UMLAZI,,'7500
TA10036719,EXACT VRYBURG 2 - 30525,EXACT VRYBURG 2 - 30525,MARKET STREET,SHOP 103,VRYBURG,'7500
TA10036720,EXACT TONGA MALL - 30526,EXACT TONGA MALL - 30526,PORTION OF FARM TONGA NO 475 JU,TONGA MALL,TONGA,'7500
TA10036722,EXACT MTHATHA MALL UMTATA - 30528,EXACT MTHATHA MALL UMTATA - 30528,ERROL SPRING AVENUE,MTHATHA MALL,MTHATHA,'7500
TA10036723,EXACT FOREST HILL PRETORIA - 30529,EXACT FOREST HILL PRETORIA - 30529,MARIE ST AND MARAIS AVENUE ERF 1123,MONAVONI EX 69,PRETORIA,'7500
TA10036725,EXACT MORULENG - 30532,EXACT MORULENG - 30532,MAIN HOSPITAL ROAD,MORULENG MALL,MORULENG,'7500
TA10036729,EXACT EVATON PLAZA VANDERBIJLPARK - 30542,EXACT EVATON PLAZA VANDERBIJLPARK - 30542,EVATON WEST TOWNSHOP,ERF 14816 MAFATSANA,EVATON PLAZA,'7500
TA10036730,EXACT ZASTRON BLOEMFONTEIN - 30545,EXACT ZASTRON BLOEMFONTEIN - 30545,MATTHEY STREET,ZASTRON,,'7500
TA10036731,EXACT WEPENER BLOEMFONTEIN - 30546,EXACT WEPENER BLOEMFONTEIN - 30546,WEPENER DE BEER STREET,WEPENER,,'7500
TA10036733,EXACT KWAMHLANGA CROSSROADS PLAZA KWAMHLANGA - 30557,EXACT KWAMHLANGA CROSSROADS PLAZA KWAMHLANGA - 30557,MOLOTO ROAD,KWAMHLANGA CROSSROADS PLAZA,KWAMHLANGA,'7500
TA10036734,EXACT LADYBRAND - 30559,EXACT LADYBRAND - 30559,102 JOUBERT STREET,LADYBRAND,,'7500
TA10036735,EXACT SENEKAL WELKOM - 30560,EXACT SENEKAL WELKOM - 30560,NULL 31 DREYER STREET,SENEKAL,,'7500
TA10036737,EXACT VIRGINI - A30562,EXACT VIRGINI - A30562,CNR GOVERNMENT AND HENDELS STREETS SHOP 3,VIRGINIA,,'7500
TA10036738,EXACT WOLMARANSSTAD POTCHEFSTROOM - 30563,EXACT WOLMARANSSTAD POTCHEFSTROOM - 30563,11 BROADBENT ROAD,WOLMARANSTAD,POTCHEFSTROOM,'7500
TA10036739,EXACT MALL OF THE SOUTH ALBERTON - 30566,EXACT MALL OF THE SOUTH ALBERTON - 30566,CNR KLIPRIVERSBERG DRIVE AND SWARTKOPPIES ROAD,MALL OF THE SOUTH,JOHANNESBURG,'7500
TA10036740,EXACT SOSHANGUVE CROSSING SOSHANGUVE - 30567,EXACT SOSHANGUVE CROSSING SOSHANGUVE - 30567,ERF 2458 BLOCK M EXT 01,SOSHANGUVE CROSSING,SOSHANGUVE,'7500
TA10036744,EXACT JOZINI - 30574,EXACT JOZINI - 30574,P449 HIGHWAY SHOP 31,JOZINI,,'7500
TA10036745,EXACT DIAMOND PAVILLION KIMBERLEY - 30575,EXACT DIAMOND PAVILLION KIMBERLEY - 30575,OLIVER AND CRUIKSHANK RD,MONUMENT HEIGHTS DIAMOND PAVILLION CENTRE,KIMBERLEY,'7500
TA10036746,EXACT PONGOLA - 30576,EXACT PONGOLA - 30576,CNR NAUDE AND JAN MIELIE ST,PONGOLA CITY SHOPPING CENTRE,PONGOLA,'7500
TA10036747,EXACT WONDERPARK PRETORIA - 30577,EXACT WONDERPARK PRETORIA - 30577,CNR HEINRICH AND OLD BRITS RD,WONDERPARK SHOP 129,PRETORIA,'7500
TA10036749,EXACT MATLOSANA MALL KLERKSDORP - 30580,EXACT MATLOSANA MALL KLERKSDORP - 30580,ERF 2183 AND 2184 AND 2185,KLERKSDORP EXT 46 MATLOSANA MALL,KLERKSDORP,'7500
TA10036751,EXACT LEPHALALE MALL PRETORIA - 30585,EXACT LEPHALALE MALL PRETORIA - 30585,CHRIS HANE AND NELSON MANDELA DRIVE ERF 2635,ELLISRAS EXT 18 LEPHALALE MALL,LEPHALALE,'7500
TA10036755,EXACT VINCENT PARK EAST LONDON - 30598,EXACT VINCENT PARK EAST LONDON - 30598,DEVERAUX AVENUE,VINCENT PARK SHOPPING CENTRE,EAST LONDON,'7500
TA10036756,EXACT BOTSHABELO MALL BLOEMFONTEIN - 30601,EXACT BOTSHABELO MALL BLOEMFONTEIN - 30601,CNR N8 AND MAIN ROAD,SHOP 23 BOTSHABELO MALL,BLOEMFONTEIN,'7500
TA10036757,EXACT CARLETONVILLE KRUGERSDORP - 30602,EXACT CARLETONVILLE KRUGERSDORP - 30602,24 FLINT STREET,CARLETONVILLE SHOP 24,CARLETONVILE,'7500
TA10036759,EXACT PARYS - 30604,EXACT PARYS - 30604,KORT STREET,PARYS SHOP 82,PARYS,'7500
TA10036760,EXACT LUSIKISIKI PLAZA LUSIKISIKI - 30605,EXACT LUSIKISIKI PLAZA LUSIKISIKI - 30605,LUSIKISIKI EXTENSION ERF 333 AND 379 AND 382,SOKATUMI ESTATE LUSIKISIKI PLAZA,LUSIKISIKI,'7500
TA10036762,EXACT MATATIELE - 30609,EXACT MATATIELE - 30609,82 NORTH STREET,MATATIELE,,'7500
TA10036763,EXACT HARDING - 30610,EXACT HARDING - 30610,CNR HAWKINS AND LIVINGSTONE ST,HARDING SHOP S08,HARDING,'7500
TA10036764,EXACT MENLYN PARK PRETORIA - 30612,EXACT MENLYN PARK PRETORIA - 30612,CNR ATTERBURY ROAD AND LOIS AVE,MENLYN PARK SHOPPING CENTRE,PRETORIA,'7500
TA10036766,EXACT UPINGTON - 30614,EXACT UPINGTON - 30614,SCOTT STREET SHOP 9,ANCORLEY BUILDING,UPINGTON,'7500
TA10036767,EXACT GOLD REEF MALL KRUGERSDORP - 30622,EXACT GOLD REEF MALL KRUGERSDORP - 30622,CARLETONVILLE EX18 ERF 7613,WONDERFONTEIN GOLD REEF MALL,JOHANNESBURG,'7500
TA10036768,EXACT MALL OF AFRICA MIDRAND - 30625,EXACT MALL OF AFRICA MIDRAND - 30625,EXT 86 JUKSKEI VIEW,MALL OF AFRICA,MIDRAND,'7500
TA10036769,EXACT MALAMULELE - 30628,EXACT MALAMULELE - 30628,ERF 944 MARIA AND D4 ROAD,MASINGITA CROSSING,GIYANI,'7500
TA10036770,EXACT BOITUMELO JUNCTION WELKOM - 30629,EXACT BOITUMELO JUNCTION WELKOM - 30629,11349 A PHAKATHI DRIVE,BOITUMELO JUNCTION,WELKOM,'7500
TA10036771,EXACT MONTANA PRETORIA - 30661,EXACT MONTANA PRETORIA - 30661,CNR ZAMBESI DRIVE AND VAN DER MERWE STR,KOLONNADE SHOPPING CENTRE,PRETORIA,'7500
TA10036772,EXACT CENTURION PRETORIA - 30663,EXACT CENTURION PRETORIA - 30663,HEUWEL AVENUE,CENTURION MALL,CENTURION,'7500
TA10036773,EXACT EAST RAND MALL BOKSBURG - 30667,EXACT EAST RAND MALL BOKSBURG - 30667,BENTAL AVENUE,EAST RAND MALL,BOKSBURG,'7500
TA10036774,EXACT GREENSTONE EDENVALE - 30668,EXACT GREENSTONE EDENVALE - 30668,MODDERFONTEIN ROAD,GREENSTONE SHOPPING CENTRE,JOHANNESBURG,'7500
TA10036776,EXACT FOURWAYS JOHANNESBURG - 30682,EXACT FOURWAYS JOHANNESBURG - 30682,CNR WILLIAM NICOL AND WITKOPPEN ROAD,FOURWAYS MALL,JOHANNESBURG,'7500
TA10036777,EXACT SOUTHGATE JOHANNESBURG - 30684,EXACT SOUTHGATE JOHANNESBURG - 30684,CNR COLUMBINE AND RIFLE RANGE RDS,SOUTHGATE MALL,JOHANNESBURG,'7500
TA10036778,EXACT ALBERTON CITY ALBERTON - 30685,EXACT ALBERTON CITY ALBERTON - 30685,CNR VOORTREKKER AND DU PLESSIS RDS,ALBERTON CITY CENTRE,ALBERTON,'7500
TA10036779,EXACT PAARL MALL PAARL - 30686,EXACT PAARL MALL PAARL - 30686,CECELIA STREET,PAARL MALL SHOPPING CENTRE,PAARL,'7500
TA10036780,EXACT VANGATE CAPE TOWN - 30687,EXACT VANGATE CAPE TOWN - 30687,JAKES GERWEL DRIVE,VANGATE MALL,CAPE TOWN,'7500
TA10036781,EXACT JABULANI MALL SOWETO - 30690,EXACT JABULANI MALL SOWETO - 30690,CNR KOMA AND KWA XUMA,JABULANI MALL,JOHANNESBURG,'7500
TA10036782,EXACT MAPONYA MALL SOWETO - 30691,EXACT MAPONYA MALL SOWETO - 30691,POTCHEFSTROOM ROAD,MAPONYA MALL,JOHANNESBURG,'7500
TA10036783,EXACT WESTGATE ROODEPOORT - 30757,EXACT WESTGATE ROODEPOORT - 30757,120 ONTDEKKERS RD,WESTGATE SHOPPING CENTRE,ROODEPOORT,'7500
TA10036784,EXACT DWARSLOOP MALL - 30766,EXACT DWARSLOOP MALL - 30766,SHOP 62 R40,DWARSLOOP,,'7500
TA10036785,EXACT SPRINGS - 30776,EXACT SPRINGS - 30776,CNR 5TH AVENUE AND 6TH STREET,THE AVENUES SHOPPING CENTRE,SPRINGS,'7500
TA10036786,EXACT BENONI LAKE - 30778,EXACT BENONI LAKE - 30778,TOM JONES STREET,LAKESIDE MALL,BENONI,'7500
TA10036787,EXACT FESTIVAL MALL KEMPTON PARK - 30779,EXACT FESTIVAL MALL KEMPTON PARK - 30779,CNR CR SWART DRIVE AND KELVIN STREET,FESTIVAL MALL,JOHANNESBURG,'7500
TA10036788,EXACT RANDFONTEIN - 30784,EXACT RANDFONTEIN - 30784,MAIN STREET,VILLAGE SQUARE SHOPPING CENTRE,RANDFONTEIN,'7500
TA10036789,EXACT GOLDENWALK - 30786,EXACT GOLDENWALK - 30786,141 VICTORIA STREET,GOLDENWALK SHOPPING CENTRE,JOHANNESBURG,'7500
TA10036790,EXACT HEIDELBERG - 30788,EXACT HEIDELBERG - 30788,VOORTREKKER ROAD,VICTORIAN SHOPPING CENTRE,HEIDELBERG,'7500
TA10036791,EXACT KEMPTON SQUARE KEMPTON PARK - 30789,EXACT KEMPTON SQUARE KEMPTON PARK - 30789,CNR WEST STREET AND CENTRAL AVE,KEMPTON SQUARE,JOHANNESBURG,'7500
TA10036792,EXACT JHB CBD - 30792,EXACT JHB CBD - 30792,KERK STREET,WOOLWORTHS BUILDING,JOHANNESBURG,'7500
TA10036794,EXACT VEREENIGING30795,EXACT VEREENIGING30795,MERRIMAN AVENUE,SHOP 9 MERRIMAN BUILDING,VEREENIGING,'7500
TA10036795,EXACT KEY WEST KRUGERSDORP - 30802,EXACT KEY WEST KRUGERSDORP - 30802,CNR PARDEKRAAL AND VILJOEN STR,KEY WEST CENTRE,KRUGERSDORP,'7500
TA10036796,EXACT STANDERTON - 30804,EXACT STANDERTON - 30804,CNR BURGER AND PIET RETIEF STREETS,SHOP 32 AND 33 MONUMENT CENTRE,STANDERTON,'7500
TA10036797,EXACT MIDRAND - 30805,EXACT MIDRAND - 30805,OLD PRETORIA ROAD,HALFWAY THE BOULDERS SHOPPING CENTRE,MIDRAND,'7500
TA10036798,EXACT MABOPANE - 30807,EXACT MABOPANE - 30807,MABOPANE CENTRAL CITY SHOPPING CENTRE,MABOPANE,,'7500
TA10036799,EXACT BOTHAVILLE WELKOM - 30853,EXACT BOTHAVILLE WELKOM - 30853,CNR FONTEIN AND BOTHA STREETS,BOTHAVILLE,,'7500
TA10036800,EXACT SASOLBURG JUNXION - 30854,EXACT SASOLBURG JUNXION - 30854,FICHARD STREET,SASOLBURG JUNXION,SASOLBURG,'7500
TA10036801,EXACT POSTMASBURG KIMBERLEY - 30863,EXACT POSTMASBURG KIMBERLEY - 30863,SHONE STREET,SHOP 1 VOLKSGEBOU,POSTMASBURG,'7500
TA10036802,EXACT ORKNEY POTCHEFSTROOM - 30895,EXACT ORKNEY POTCHEFSTROOM - 30895,22 MILTON AVENUE,ORKNEY,KLERKSDORP,'7500
TA10036803,EXACT TZANEEN - 30905,EXACT TZANEEN - 30905,AGATHA STREET AND DANIE JOUBERT STR,TZANEEN MALL,TZANEEN,'7500
TA10036805,EXACT LYDENBURG30907,EXACT LYDENBURG30907,CNR DULLSTROOM AND MACHADODORP ROAD,PANORAMA MALL,LYDENBURG,'7500
TA10036806,EXACT PHALABORWA - 30909,EXACT PHALABORWA - 30909,16 PALM AVENUE,SHOP 17 AND 18 PICK N PAY MALL,PHALABORWA,'7500
TA10036807,EXACT BARBERTON - 30911,EXACT BARBERTON - 30911,57A DE VILLIERS STREET,BARBERTON,,'7500
TA10036808,EXACT BESTER BROWN NELSPRUIT - 30912,EXACT BESTER BROWN NELSPRUIT - 30912,BESTER STREET,BESTER BROWN CENTRE,NELSPRUIT,'7500
TA10036812,EXACT ACORNHOEK PLAZA NELSPRUIT - 30919,EXACT ACORNHOEK PLAZA NELSPRUIT - 30919,PORTION 1 OF FARM GREEN VALLEY 213 KU,ACORNHOEK,,'7500
